samples,mini_batches,train_loss,lr
14866,951,0.0334,0.001
14882,952,0.0202,0.001
14898,953,0.0405,0.001
14914,954,0.0345,0.001
14930,955,0.0507,0.001
14946,956,0.0686,0.001
14962,957,0.2293,0.001
14978,958,0.0385,0.001
14994,959,0.0272,0.001
15010,960,0.0311,0.001
15026,961,0.0597,0.001
15042,962,0.0312,0.001
15058,963,0.0322,0.001
15074,964,0.0441,0.001
15090,965,0.0458,0.001
15106,966,0.0914,0.001
15122,967,0.0568,0.001
15138,968,0.1106,0.001
15147,969,0.029,0.001
15163,970,0.0309,0.001
15179,971,0.0327,0.001
15195,972,0.0669,0.001
15211,973,0.0151,0.001
15227,974,0.0576,0.001
15243,975,0.03,0.001
15259,976,0.0861,0.001
15275,977,0.1188,0.001
15291,978,0.0562,0.001
15307,979,0.0754,0.001
15323,980,0.0969,0.001
15339,981,0.0389,0.001
15355,982,0.0535,0.001
15371,983,0.0378,0.001
15387,984,0.0442,0.001
15403,985,0.0337,0.001
15419,986,0.0378,0.001
15435,987,0.0817,0.001
15444,988,0.0303,0.001
15460,989,0.1066,0.001
15476,990,0.0293,0.001
15492,991,0.0264,0.001
15508,992,0.0306,0.001
15524,993,0.089,0.001
15540,994,0.0271,0.001
15556,995,0.0268,0.001
15572,996,0.0194,0.001
15588,997,0.0341,0.001
15604,998,0.0221,0.001
15620,999,0.0502,0.001
15636,1000,0.014,0.001
15652,1001,0.0375,0.001
15668,1002,0.1287,0.001
15684,1003,0.0667,0.001
